date,symbol,marketcapname,sector
25-08-2025,ADANIPOWER,Largecap,Power & Utilities
26-08-2025,EICHERMOT,Largecap,Auto
26-08-2025,WAAREEENER,Largecap,Industrials
28-08-2025,ADANIPOWER,Largecap,Power & Utilities
01-09-2025,HINDALCO,Largecap,Metals & Mining
01-09-2025,M&M,Largecap,Auto
01-09-2025,INDIANB,Largecap,Bank
01-09-2025,AMBER,Largecap,Consumer Discretionary
01-09-2025,KAYNES,Largecap,Consumer Discretionary
02-09-2025,ASHOKLEY,Largecap,Auto
02-09-2025,NMDC,Largecap,Metals & Mining
03-09-2025,JSWSTEEL,Largecap,Metals & Mining
03-09-2025,HINDALCO,Largecap,Metals & Mining
03-09-2025,CUMMINSIND,Largecap,Industrials
03-09-2025,JINDALSTEL,Largecap,Metals & Mining
03-09-2025,MUTHOOTFIN,Largecap,Financials
04-09-2025,KEI,Largecap,Industrials
05-09-2025,ABCAPITAL,Largecap,Financials
08-09-2025,ASHOKLEY,Largecap,Auto
08-09-2025,M&M,Largecap,Auto
08-09-2025,TVSMOTOR,Largecap,Auto
08-09-2025,INDIANB,Largecap,Bank
08-09-2025,ADANIPOWER,Largecap,Power & Utilities
08-09-2025,MUTHOOTFIN,Largecap,Financials
08-09-2025,ABCAPITAL,Largecap,Financials
08-09-2025,HDFCAMC,Largecap,Financials
10-09-2025,SBIN,Largecap,Bank
10-09-2025,INDIANB,Largecap,Bank
12-09-2025,APLAPOLLO,Largecap,Industrials
15-09-2025,ALKEM,Largecap,Healthcare
16-09-2025,CUMMINSIND,Largecap,Industrials
16-09-2025,LT,Largecap,Realty
16-09-2025,KEI,Largecap,Industrials
17-09-2025,SBIN,Largecap,Bank
17-09-2025,TATACONSUM,Largecap,FMCG
18-09-2025,ASHOKLEY,Largecap,Auto
18-09-2025,LTF,Largecap,Financials
18-09-2025,ETERNAL,Largecap,I.T
19-09-2025,ADANIPOWER,Largecap,Power & Utilities
19-09-2025,HYUNDAI,Largecap,Auto
19-09-2025,SWIGGY,Largecap,I.T
22-09-2025,MUTHOOTFIN,Largecap,Financials
23-09-2025,JSWSTEEL,Largecap,Metals & Mining
23-09-2025,ASHOKLEY,Largecap,Auto
23-09-2025,CANBK,Largecap,Bank
24-09-2025,MARUTI,Largecap,Auto
24-09-2025,INDIANB,Largecap,Bank
26-09-2025,LT,Largecap,Realty
29-09-2025,BRITANNIA,Largecap,FMCG
29-09-2025,IOC,Largecap,Energy
29-09-2025,BANKBARODA,Largecap,Bank
29-09-2025,FORTIS,Largecap,Healthcare
29-09-2025,LTF,Largecap,Financials
29-09-2025,IDFCFIRSTB,Largecap,Bank
29-09-2025,ABCAPITAL,Largecap,Financials
29-09-2025,NAM-INDIA,Largecap,Financials
29-09-2025,AMBER,Largecap,Consumer Discretionary
30-09-2025,BANKINDIA,Largecap,Bank
30-09-2025,NATIONALUM,Largecap,Metals & Mining
30-09-2025,INDIANB,Largecap,Bank
01-10-2025,YESBANK,Largecap,Bank
01-10-2025,APLAPOLLO,Largecap,Industrials
01-10-2025,ABCAPITAL,Largecap,Financials
01-10-2025,NYKAA,Largecap,I.T
03-10-2025,HEROMOTOCO,Largecap,Auto
03-10-2025,TATASTEEL,Largecap,Metals & Mining
03-10-2025,BANKBARODA,Largecap,Bank
03-10-2025,NAM-INDIA,Largecap,Financials
06-10-2025,BAJFINANCE,Largecap,Financials
06-10-2025,APOLLOHOSP,Largecap,Healthcare
06-10-2025,CHOLAFIN,Largecap,Financials
06-10-2025,FORTIS,Largecap,Healthcare
06-10-2025,IDFCFIRSTB,Largecap,Bank
06-10-2025,POLYCAB,Largecap,Industrials
06-10-2025,NYKAA,Largecap,I.T
06-10-2025,PAYTM,Largecap,I.T
06-10-2025,DELHIVERY,Largecap,Transportation
08-10-2025,360ONE,Largecap,Financials
09-10-2025,JSWSTEEL,Largecap,Metals & Mining
09-10-2025,VEDL,Largecap,Metals & Mining
09-10-2025,GMRAIRPORT,Largecap,Miscellaneous
09-10-2025,MOTILALOFS,Largecap,Financials
09-10-2025,MCX,Midcap,Financials
09-10-2025,LAURUSLABS,Largecap,Healthcare
10-10-2025,SBIN,Largecap,Bank
10-10-2025,CUMMINSIND,Largecap,Industrials
10-10-2025,MARUTI,Largecap,Auto
10-10-2025,YESBANK,Largecap,Bank
10-10-2025,LAURUSLABS,Largecap,Healthcare
13-10-2025,ADANIPORTS,Largecap,Transportation
13-10-2025,NAM-INDIA,Largecap,Financials
15-10-2025,BAJFINANCE,Largecap,Financials
15-10-2025,LT,Largecap,Realty
15-10-2025,NESTLEIND,Largecap,FMCG
15-10-2025,SRF,Largecap,Chemicals
15-10-2025,BAJAJFINSV,Largecap,Financials
15-10-2025,ADANIENSOL,Largecap,Power & Utilities
15-10-2025,AUBANK,Largecap,Bank
15-10-2025,ICICIGI,Largecap,Financials
15-10-2025,360ONE,Largecap,Financials
15-10-2025,WAAREEENER,Largecap,Industrials
16-10-2025,BHARATFORG,Largecap,Industrials
16-10-2025,NESTLEIND,Largecap,FMCG
16-10-2025,TATACONSUM,Largecap,FMCG
16-10-2025,SRF,Largecap,Chemicals
17-10-2025,M&M,Largecap,Auto
17-10-2025,BHARTIARTL,Largecap,Telecom-Service
17-10-2025,ADANIPOWER,Largecap,Power & Utilities
17-10-2025,MUTHOOTFIN,Largecap,Financials
17-10-2025,APLAPOLLO,Largecap,Industrials
17-10-2025,NAM-INDIA,Largecap,Financials
17-10-2025,BDL,Largecap,Aerospace & Defence
20-10-2025,SBIN,Largecap,Bank
20-10-2025,FEDERALBNK,Largecap,Bank
20-10-2025,BANKBARODA,Largecap,Bank
20-10-2025,BANKINDIA,Largecap,Bank
20-10-2025,PNB,Largecap,Bank
20-10-2025,UNIONBANK,Largecap,Bank
20-10-2025,SAMMAANCAP,Midcap,Financials
20-10-2025,IDFCFIRSTB,Largecap,Bank
20-10-2025,RBLBANK,Midcap,Bank
20-10-2025,AUBANK,Largecap,Bank
21-10-2025,NUVAMA,Largecap,Financials
23-10-2025,CUMMINSIND,Largecap,Industrials
23-10-2025,BHARATFORG,Largecap,Industrials
23-10-2025,SHRIRAMFIN,Largecap,Financials
23-10-2025,AXISBANK,Largecap,Bank
23-10-2025,IDEA,Largecap,Telecom-Service
24-10-2025,BLUESTARCO,Largecap,Consumer Discretionary
24-10-2025,CUMMINSIND,Largecap,Industrials
24-10-2025,CHOLAFIN,Largecap,Financials
24-10-2025,NATIONALUM,Largecap,Metals & Mining
24-10-2025,SAMMAANCAP,Midcap,Financials
27-10-2025,GRASIM,Largecap,Textiles
27-10-2025,HINDALCO,Largecap,Metals & Mining
27-10-2025,BPCL,Largecap,Energy
27-10-2025,IOC,Largecap,Energy
27-10-2025,BANKBARODA,Largecap,Bank
27-10-2025,BANKINDIA,Largecap,Bank
27-10-2025,CANBK,Largecap,Bank
27-10-2025,MCX,Midcap,Financials
27-10-2025,PREMIERENE,Largecap,Services
28-10-2025,JSWSTEEL,Largecap,Metals & Mining
28-10-2025,HINDALCO,Largecap,Metals & Mining
28-10-2025,TATASTEEL,Largecap,Metals & Mining
28-10-2025,JINDALSTEL,Largecap,Metals & Mining
28-10-2025,MUTHOOTFIN,Largecap,Financials
29-10-2025,BHEL,Largecap,Industrials
29-10-2025,HINDPETRO,Largecap,Energy
29-10-2025,SAIL,Largecap,Metals & Mining
29-10-2025,TATAPOWER,Largecap,Power & Utilities
29-10-2025,SHRIRAMFIN,Largecap,Financials
29-10-2025,IOC,Largecap,Energy
29-10-2025,ADANIPORTS,Largecap,Transportation
29-10-2025,APLAPOLLO,Largecap,Industrials
29-10-2025,NBCC,Largecap,Miscellaneous
29-10-2025,ADANIENSOL,Largecap,Power & Utilities
29-10-2025,HUDCO,Largecap,Financials
29-10-2025,ADANIGREEN,Largecap,Power & Utilities
30-10-2025,BHEL,Largecap,Industrials
30-10-2025,BPCL,Largecap,Energy
30-10-2025,CANBK,Largecap,Bank
30-10-2025,DIVISLAB,Largecap,Healthcare
30-10-2025,ABCAPITAL,Largecap,Financials
31-10-2025,BEL,Largecap,Aerospace & Defence
31-10-2025,SHRIRAMFIN,Largecap,Financials
31-10-2025,PNB,Largecap,Bank
31-10-2025,CANBK,Largecap,Bank
31-10-2025,DIVISLAB,Largecap,Healthcare
31-10-2025,YESBANK,Largecap,Bank
31-10-2025,IDFCFIRSTB,Largecap,Bank
03-11-2025,M&M,Largecap,Auto
03-11-2025,TATACONSUM,Largecap,FMCG
03-11-2025,PHOENIXLTD,Largecap,Realty
03-11-2025,LTF,Largecap,Financials
04-11-2025,TITAN,Largecap,Consumer Discretionary
04-11-2025,M&M,Largecap,Auto
06-11-2025,UPL,Largecap,Chemicals
07-11-2025,BAJFINANCE,Largecap,Financials
07-11-2025,FEDERALBNK,Largecap,Bank
07-11-2025,M&M,Largecap,Auto
07-11-2025,BANKINDIA,Largecap,Bank
07-11-2025,BAJAJFINSV,Largecap,Financials
07-11-2025,LTF,Largecap,Financials
07-11-2025,MCX,Midcap,Financials
07-11-2025,BSE,Largecap,Financials
07-11-2025,AUBANK,Largecap,Bank
07-11-2025,ABCAPITAL,Largecap,Financials
07-11-2025,PAYTM,Largecap,I.T
10-11-2025,RELIANCE,Largecap,Energy
10-11-2025,TORNTPHARM,Largecap,Healthcare
10-11-2025,MARICO,Largecap,FMCG
10-11-2025,NATIONALUM,Largecap,Metals & Mining
10-11-2025,COFORGE,Largecap,I.T
10-11-2025,MUTHOOTFIN,Largecap,Financials
10-11-2025,NAM-INDIA,Largecap,Financials
10-11-2025,NYKAA,Largecap,I.T
11-11-2025,ASHOKLEY,Largecap,Auto
11-11-2025,BHARATFORG,Largecap,Industrials
11-11-2025,MOTHERSON,Largecap,Auto
11-11-2025,ADANIENSOL,Largecap,Power & Utilities
11-11-2025,INDIGO,Largecap,Transportation
12-11-2025,ASIANPAINT,Largecap,Building Materials
12-11-2025,MARICO,Largecap,FMCG
